Timestamp,Role,YearsOfExperience,FamiliarityWithBIM,CurrentBIMUsage,ReasonForNoBIM,adv_centralizesInfo,adv_improvesClarity3D,adv_reducesMisunderstandings,adv_facilitatesFeedback,adv_enhancesIntegration,adv_multidisciplinaryCollab,adv_streamlinesCoordination,adv_integratedDelivery,adv_remoteCollaboration,adv_promotesTransparency,adv_speedsUpPlanning,adv_learningCurveJustified,adv_automatesTakeoff,adv_parametricModeling,adv_boostsOverallEfficiency,adv_clashDetection,adv_reducesOnSiteErrors,adv_minimizesAmbiguities,adv_visualizesComplexSystems,adv_improvesConstructability,adv_lowersCosts,adv_optimizesResourceUsage,adv_cutsDownDelays,adv_longTermSavings,adv_smootherWorkflows,chal_dataExchange,chal_disorganizedInfo,chal_outdatedInfo,chal_misinterpretation,chal_siloedWorkflows,chal_ineffectiveCoordination,chal_limitedInteroperability,chal_lackOfTrust,chal_steepLearningCurve,chal_underutilizationOfFeatures,chal_inadequateHardware,chal_insufficientTraining,chal_limitedClashKnowledge,chal_poorRoleDefinitions,chal_incompleteModels,chal_noStandardizedProtocols,chal_highInvestment,chal_difficultyProvingROI,chal_extendedTimelines,chal_misalignmentOfCosts,strat_establishCDE,strat_adoptIFC,strat_implementIPD,strat_appointBimCoordinator,strat_ongoingTraining,strat_investInHardware,strat_mandatoryClashDetection,strat_developBEP,strat_conductROIStudies,strat_integrateCostTools,ProjectsInvolved,OrganizationType,Age,Gender,Location
2/22/2026 2:01:10,Contractor,4,Very familiar,Currently use BIM,N/A,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,4,4,4,4,5,5,4,4,5,5,5,4,"Commercial, Infrastructure, Industrial",Construction Company/Contractor,28,Female,Mandaluyong
2/22/2026 2:23:04,Project Manager,14,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,"Residential, Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,42,Male,Davao
2/22/2026 2:26:08,Client/Owner/Developer,7,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,4,5,4,4,4,5,5,4,4,4,5,5,4,5,5,5,5,4,4,4,5,5,5,5,4,5,4,5,4,5,5,4,4,5,5,5,4,5,4,4,4,5,5,4,4,4,4,5,5,Residential,Client/Owner/Developer,29,Female,Iloilo
2/22/2026 8:55:43,Client/Owner/Developer,10,Very familiar,Currently use BIM,N/A,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,"Residential, Commercial, Infrastructure",Client/Owner/Developer,42,Male,Quezon City
2/22/2026 9:20:36,Project Manager,18,Very familiar,Currently use BIM,N/A,5,5,4,4,4,5,5,4,4,4,4,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4,3,4,4,4,4,4,4,5,4,3,4,4,4,4,4,5,4,4,4,5,4,4,5,5,4,5,5,5,5,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,42,Male,"Taguig City, Metro Manila"
2/22/2026 9:36:33,Engineer,10,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,"Residential, Commercial, Infrastructure, Industrial",Architecture/Engineering Design Firm,35,Male,Makati
2/22/2026 11:28:45,Project Manager,8,Somewhat familiar,Planning to adopt,N/A,4,4,4,5,5,5,4,5,4,5,5,3,4,5,4,5,5,4,4,5,5,4,5,4,4,4,5,5,5,4,5,4,5,5,4,4,4,5,5,5,5,5,5,4,5,4,5,5,4,5,3,5,5,5,4,"Residential, Infrastructure",Consulting/Project Management Firm,42,Male,Taguig
2/22/2026 12:06:40,Contractor,12,Somewhat familiar,Currently use BIM,N/A,4,4,3,5,4,4,3,4,5,4,4,4,5,5,4,4,4,3,4,5,4,5,4,3,4,4,2,4,4,3,4,4,5,4,4,5,4,4,4,4,2,2,3,3,4,4,4,3,5,5,4,4,5,4,4,Residential,Construction Company/Contractor,42,Female,Quezon City
2/22/2026 12:21:00,Contractor,12,Very familiar,Currently use BIM,N/A,5,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,3,2,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,4,4,4,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,48,Prefer not to say,Quezon City
2/22/2026 12:24:07,Engineer,15,Very familiar,Currently use BIM,N/A,5,5,4,5,5,4,4,4,5,4,4,4,4,3,3,4,4,4,4,3,3,4,5,4,5,4,4,4,5,4,5,4,5,4,4,5,4,4,4,5,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,"Residential, Commercial, Infrastructure, Industrial",Architecture/Engineering Design Firm,42,Male,Makati
2/22/2026 12:34:01,Contractor,12,Very familiar,Currently use BIM,N/A,4,5,5,4,5,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,3,4,4,4,5,4,5,3,5,4,4,5,5,5,4,4,4,3,4,4,5,5,5,4,5,5,5,4,4,Infrastructure,Construction Company/Contractor,36,Male,Manila
2/22/2026 13:05:18,Contractor,15,Somewhat familiar,Planning to adopt,N/A,2,4,5,4,5,3,5,4,3,4,5,4,5,4,5,4,3,4,4,4,5,4,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,"Residential, Commercial",Construction Company/Contractor,45,Male,Quezon City
2/22/2026 13:07:06,Engineer,10,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial",Architecture/Engineering Design Firm,35,Male,Baguio City
2/22/2026 13:19:36,Project Manager,10,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial",Consulting/Project Management Firm,40,Male,Baguio City
2/22/2026 13:23:52,Client/Owner/Developer,5,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial",Client/Owner/Developer,50,Male,Baguio City
2/22/2026 13:25:30,Architect,5,Somewhat familiar,Currently use BIM,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Residential,Architecture/Engineering Design Firm,35,Male,Baguio City
2/22/2026 13:28:27,Project Manager,8,Somewhat familiar,Planning to adopt,N/A,4,4,5,5,4,5,5,4,5,5,4,5,5,4,5,3,5,5,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,4,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,4,4,"Residential, Commercial, Industrial",Consulting/Project Management Firm,28,Male,"Angeles, Pampanga"
2/22/2026 15:25:02,Project Manager,8,Very familiar,Currently use BIM,N/A,4,5,4,5,4,4,5,5,4,4,4,3,4,4,4,5,4,4,5,4,4,4,5,5,5,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,"Residential, Commercial",Consulting/Project Management Firm,32,Male,Taguig
2/22/2026 15:46:46,Contractor,20,Somewhat familiar,Currently use BIM,N/A,4,5,4,4,3,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,5,4,5,4,4,5,4,4,5,5,4,5,4,4,5,4,4,4,4,4,5,4,4,5,4,4,5,4,4,5,5,4,4,4,4,Residential,Construction Company/Contractor,45,Female,"Baguio City, Benguet"
2/22/2026 16:15:12,Client/Owner/Developer,15,Somewhat familiar,Planning to adopt,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Commercial,Client/Owner/Developer,42,Male,Pasay City Metro Manila
2/22/2026 16:18:51,Client/Owner/Developer,15,Somewhat familiar,Planning to adopt,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Residential, Commercial",Client/Owner/Developer,43,Male,Fairview Quezon City Manila
2/22/2026 16:52:18,Contractor,7,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,4,4,4,2,2,2,3,2,3,2,2,3,3,2,2,2,2,2,4,4,4,4,4,4,5,5,4,5,3,4,5,5,Commercial,Construction Company/Contractor,35,Male,Mandaluyong
2/22/2026 17:00:10,Engineer,5,Very familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,3,5,5,2,5,5,5,5,4,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,"Residential, Commercial, Infrastructure",Architecture/Engineering Design Firm,32,Male,Manila
2/22/2026 17:11:09,Contractor,5,Somewhat familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Residential,Construction Company/Contractor,35,Female,Quezon City
2/22/2026 17:15:33,Engineer,10,Somewhat familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,Commercial,Architecture/Engineering Design Firm,40,Male,Manila
2/22/2026 17:18:28,Engineer,8,Very familiar,Currently use BIM,N/A,5,5,4,5,5,4,5,4,5,5,5,4,5,4,5,4,5,5,5,5,5,4,5,5,5,4,2,3,2,4,3,3,4,4,4,2,3,2,2,2,3,2,2,2,2,4,4,5,5,4,5,4,5,5,4,Commercial,Architecture/Engineering Design Firm,38,Male,Quezon City
2/22/2026 17:23:45,Project Manager,10,Somewhat familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Residential,Consulting/Project Management Firm,35,Male,Davao
2/22/2026 17:36:28,Client/Owner/Developer,7,Somewhat familiar,Planning to adopt,N/A,4,5,5,5,4,5,5,4,4,4,4,5,5,4,4,5,4,5,5,4,5,5,4,4,5,5,5,4,5,5,4,4,5,5,5,4,5,4,4,5,5,4,5,5,4,5,4,5,4,5,5,5,4,4,5,Residential,Client/Owner/Developer,33,Male,Baguio City
2/22/2026 17:39:58,Engineer,2,Somewhat familiar,Currently use BIM,N/A,4,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,5,3,4,4,4,3,4,4,3,4,4,4,5,4,4,4,3,4,4,3,4,3,3,4,4,4,5,Residential,Architecture/Engineering Design Firm,22,Female,Iloilo
2/22/2026 18:02:21,Contractor,8,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,4,5,4,5,5,5,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,32,Female,Manila
2/22/2026 18:09:09,Project Manager,23,Somewhat familiar,Planning to adopt,N/A,4,3,3,4,4,4,4,3,4,4,4,4,3,3,3,4,5,5,3,3,4,4,5,3,3,4,5,5,4,3,3,3,3,4,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,5,5,5,5,4,5,"Residential, Industrial",Consulting/Project Management Firm,58,Male,Taguig
2/22/2026 18:16:17,Contractor,22,Very familiar,Planning to adopt,N/A,5,4,5,4,5,3,5,5,4,3,5,4,5,4,4,5,3,3,5,4,4,4,5,4,5,2,1,2,2,3,5,4,5,3,5,5,4,5,5,1,3,3,5,3,4,3,4,4,5,3,4,5,4,4,5,"Residential, Commercial",Construction Company/Contractor,47,Male,"Mandaluyong City, National Capital Region"
2/22/2026 18:46:46,Engineer,8,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,3,4,4,3,4,4,3,4,5,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,5,4,4,4,4,4,5,4,4,4,3,5,4,4,3,5,4,4,5,5,5,5,5,4,4,"Residential, Commercial, Infrastructure",Consulting/Project Management Firm,32,Male,"Pasig City, National Capital Region"
2/22/2026 18:53:01,Client/Owner/Developer,1,Not at all familiar,Planning to adopt,N/A,3,4,3,3,4,4,4,3,3,4,3,3,4,4,4,3,4,4,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,3,4,4,3,4,4,3,3,4,4,3,4,4,3,4,4,4,3,4,4,Residential,Other,31,Male,Quezon City
2/22/2026 18:54:54,Engineer,7,Very familiar,Currently use BIM,N/A,5,1,5,4,4,4,4,4,3,5,4,4,4,5,4,5,5,5,4,3,5,4,5,5,4,3,3,4,3,4,4,5,5,4,4,3,3,4,4,3,4,5,4,3,5,5,5,5,4,4,3,4,5,5,4,"Commercial, Infrastructure",Architecture/Engineering Design Firm,32,Male,Makati
2/22/2026 18:58:37,Client/Owner/Developer,3,Somewhat familiar,Currently use BIM,N/A,3,3,4,4,4,3,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,Residential,Client/Owner/Developer,30,Female,Cagayam De Oro City
2/22/2026 19:13:30,Engineer,5,Very familiar,Currently use BIM,N/A,5,5,5,5,4,4,4,4,4,4,5,4,4,5,5,5,3,5,4,4,4,5,3,4,4,4,4,4,5,4,3,5,4,3,4,5,5,3,4,5,5,4,4,4,4,4,4,5,4,5,4,4,4,5,4,"Residential, Commercial",Construction Company/Contractor,31,Male,Quezon City
2/22/2026 19:36:39,Contractor,8,Somewhat familiar,Currently use BIM,N/A,5,5,4,4,4,5,5,4,5,4,4,5,4,4,5,5,4,4,5,5,4,3,4,5,4,4,4,5,4,5,4,5,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,5,5,5,4,5,5,4,5,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,31,Female,Paranaque
2/22/2026 19:38:22,Engineer,7,Somewhat familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,"Residential, Commercial, Industrial",Construction Company/Contractor,41,Female,San Juan La Union
2/22/2026 19:42:43,Contractor,8,Somewhat familiar,Planning to adopt,N/A,5,5,4,4,4,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial",Construction Company/Contractor,33,Female,Makati
2/22/2026 19:50:09,Engineer,18,Somewhat familiar,Planning to adopt,N/A,4,5,4,5,5,5,4,4,4,4,5,5,4,4,5,4,5,5,4,5,4,4,5,5,4,4,4,5,4,3,3,3,4,4,5,4,4,5,4,4,5,4,5,5,4,4,4,5,4,5,4,4,4,4,5,"Residential, Commercial",Client/Owner/Developer,46,Female,Pasig
2/22/2026 19:53:56,Project Manager,10,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,5,4,5,5,4,4,5,4,4,5,4,4,3,5,4,4,5,4,4,4,5,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,3,4,4,4,4,4,4,4,5,5,4,5,4,"Residential, Commercial",Consulting/Project Management Firm,47,Prefer not to say,Taguig
2/22/2026 19:56:10,Contractor,20,Somewhat familiar,Planning to adopt,N/A,2,4,2,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,5,3,4,5,3,4,5,3,4,5,4,4,4,5,4,4,4,4,5,5,3,2,4,4,4,5,4,5,5,3,4,5,3,5,4,3,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,50,Male,Quezon City
2/22/2026 20:04:42,Client/Owner/Developer,0,Somewhat familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Residential,Client/Owner/Developer,24,Female,Taguig City
2/22/2026 20:05:19,Contractor,3,Not at all familiar,Planning to adopt,N/A,4,4,3,4,3,2,2,3,3,2,3,5,4,5,3,2,3,4,3,2,3,3,4,2,4,3,4,3,3,4,2,4,4,4,4,3,4,4,4,4,5,4,3,4,5,4,3,3,3,5,4,5,4,4,3,"Residential, Commercial",Construction Company/Contractor,41,Male,"Makati City, Metro Manila"
2/22/2026 20:20:29,Contractor,15,Very familiar,Currently use BIM,N/A,5,5,4,4,4,5,5,4,5,4,4,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4,3,4,4,4,4,5,4,5,5,4,5,4,4,4,3,5,4,4,4,5,4,4,5,5,4,5,5,4,5,"Residential, Commercial, Infrastructure, Industrial",Architecture/Engineering Design Firm,40,Female,Paranaque
2/22/2026 20:33:15,Contractor,10,Very familiar,Currently use BIM,N/A,5,4,5,5,4,4,4,5,5,4,5,4,4,5,5,4,5,5,4,4,4,4,4,5,4,5,4,3,4,5,4,4,5,5,4,5,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,4,5,5,"Residential, Commercial",Construction Company/Contractor,30,Female,Quezon City
2/22/2026 20:34:09,Project Manager,6,Somewhat familiar,Currently use BIM,N/A,5,4,4,4,5,4,5,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,4,2,2,2,3,2,2,2,3,2,1,3,3,2,4,4,4,2,3,3,3,5,4,4,5,5,5,4,4,4,4,Infrastructure,Architecture/Engineering Design Firm,30,Female,Cebu
2/22/2026 20:35:57,Project Manager,12,Somewhat familiar,Currently use BIM,N/A,5,5,4,4,4,5,5,4,4,5,4,4,4,4,5,5,4,4,5,5,4,3,5,4,4,4,3,3,4,4,5,4,5,4,5,4,4,4,4,4,2,5,5,4,4,5,4,4,5,5,5,5,5,5,4,"Residential, Commercial, Infrastructure",Consulting/Project Management Firm,35,Male,"Taguig, National Capital Region"
2/22/2026 20:36:36,Engineer,7,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,3,3,4,3,4,4,4,3,4,3,3,4,4,3,3,5,4,3,4,4,3,3,2,4,4,4,3,4,2,3,3,4,3,3,4,3,4,3,4,3,4,3,4,4,4,4,3,4,5,4,4,"Commercial, Infrastructure",Architecture/Engineering Design Firm,35,Female,"Pasig City, Metro Manila"
2/22/2026 20:41:22,Contractor,9,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,3,3,4,4,4,3,3,3,4,4,3,4,5,3,3,4,3,4,4,3,5,3,4,4,5,4,2,4,5,3,3,5,5,4,4,5,4,4,5,3,4,4,5,4,4,4,5,4,5,4,5,Commercial,Construction Company/Contractor,34,Male,Quezon City
2/22/2026 20:43:26,Project Manager,9,Very familiar,Currently use BIM,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Commercial,Consulting/Project Management Firm,35,Male,Cebu City
2/22/2026 20:48:11,Project Manager,16,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Residential, Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,41,Female,Taguig
2/22/2026 20:49:00,Project Manager,9,Very familiar,Currently use BIM,N/A,5,5,4,4,5,5,5,4,5,4,4,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4,3,4,4,4,4,5,4,5,4,4,5,4,4,4,3,5,4,4,4,5,4,4,5,5,4,5,5,4,5,Commercial,Consulting/Project Management Firm,32,Female,Pasay
2/22/2026 20:50:16,Client/Owner/Developer,2,Very familiar,Currently use BIM,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Residential,Client/Owner/Developer,28,Male,Angeles City
2/22/2026 20:55:10,Client/Owner/Developer,17,Very familiar,Currently use BIM,N/A,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,"Residential, Commercial, Infrastructure, Industrial",Client/Owner/Developer,45,Female,Cagayan De Oro
2/22/2026 20:56:58,Engineer,3,Not at all familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,Infrastructure,Architecture/Engineering Design Firm,25,Female,Cebu
2/22/2026 20:59:26,Contractor,7,Very familiar,Currently use BIM,N/A,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,4,5,5,4,4,5,5,4,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,Commercial,Construction Company/Contractor,35,Female,Cebu
2/22/2026 21:02:52,Engineer,7,Somewhat familiar,Planning to adopt,N/A,4,5,5,4,5,5,4,5,5,3,4,3,4,5,5,3,3,2,5,5,4,5,4,3,5,4,4,3,4,3,3,4,4,3,4,5,5,4,4,4,3,5,5,3,4,4,4,4,4,4,5,4,4,5,5,"Commercial, Infrastructure",Architecture/Engineering Design Firm,32,Male,"Pasay City, Metro Manila"
2/22/2026 21:05:51,Contractor,5,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,5,5,5,5,5,3,5,5,5,5,5,4,4,5,5,5,5,5,5,3,5,2,2,4,4,5,4,5,5,5,5,5,5,5,4,4,3,2,5,3,3,5,5,5,5,5,5,5,4,4,5,Residential,Construction Company/Contractor,34,Male,Makati
2/22/2026 21:08:32,Contractor,11,Somewhat familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Infrastructure,Construction Company/Contractor,38,Male,"Pasay City, Metro Manila"
2/22/2026 21:13:59,Project Manager,8,Somewhat familiar,Planning to adopt,N/A,4,4,4,5,4,4,3,3,4,3,4,3,4,4,4,4,5,4,3,4,4,4,5,3,4,4,3,4,4,3,3,4,5,2,5,5,4,4,4,5,5,5,5,2,4,4,4,4,4,3,5,4,4,5,4,"Residential, Commercial, Infrastructure",Consulting/Project Management Firm,33,Male,Davao City
2/22/2026 21:19:39,Other,0,Not at all familiar,Planning to adopt,N/A,3,3,3,4,4,4,4,3,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,3,4,4,3,4,3,3,4,4,4,3,4,4,4,3,4,4,3,4,4,Residential,Other,21,Male,"Baguio City, Benguet"
2/22/2026 21:22:23,Client/Owner/Developer,15,Somewhat familiar,Planning to adopt,N/A,4,5,4,3,4,4,5,3,4,2,3,3,4,5,4,4,4,2,4,4,4,4,4,3,4,4,3,5,4,3,2,4,5,3,4,5,5,4,4,3,4,4,5,5,4,4,5,4,4,5,5,4,4,5,5,"Residential, Commercial, Infrastructure",Client/Owner/Developer,41,Male,"Baguio City, Benguet"
2/22/2026 21:26:08,Client/Owner/Developer,8,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,3,4,4,4,3,5,4,4,4,3,5,5,4,5,5,4,4,3,5,4,4,4,3,4,4,4,5,4,5,4,4,3,5,4,4,4,3,5,5,4,4,5,4,4,5,5,4,5,5,5,5,"Residential, Commercial, Infrastructure",Consulting/Project Management Firm,43,Prefer not to say,"Baguio City, Benguet"
2/22/2026 21:32:42,Engineer,6,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Residential,Architecture/Engineering Design Firm,31,Female,Manila
2/22/2026 21:47:52,Engineer,11,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,4,4,5,4,4,5,5,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,5,3,4,4,4,4,4,4,5,5,4,4,5,5,4,4,4,5,4,"Residential, Commercial",Architecture/Engineering Design Firm,38,Female,Mandaluyong
2/22/2026 21:49:48,Engineer,12,Somewhat familiar,Planning to adopt,N/A,4,5,4,3,4,4,4,3,4,3,4,4,4,4,4,5,4,4,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,5,4,4,4,3,5,4,4,4,5,4,4,5,5,4,5,5,5,5,"Residential, Commercial, Infrastructure",Architecture/Engineering Design Firm,39,Male,Taguig
2/22/2026 21:51:42,Project Manager,4,Somewhat familiar,Currently use BIM,N/A,5,5,5,5,4,4,5,4,4,4,4,4,5,5,4,5,5,3,4,4,5,4,4,3,4,2,2,3,3,1,1,3,4,2,1,4,4,4,1,2,2,3,4,1,1,4,4,4,4,4,4,4,4,4,5,"Residential, Commercial",Consulting/Project Management Firm,27,Female,Quezon City
2/22/2026 21:54:46,Contractor,2,Somewhat familiar,Planning to adopt,N/A,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,"Residential, Commercial",Construction Company/Contractor,36,Female,Quezon City
